,QuoteID,Countrycode,ChannelID,CustomerNumber,ComListPrice,ComTMC,ComQuotePrice,ComDelgPriceL4,WinLoss,ComRevCat,ComBrand,ComGroup,ComFamily,ComMT,ComMTM,Year,Month,EndOfQtr,ClientSegCd,ClientSeg_E,ComLogListPrice,Indirect_1_0,UpgMES,ComQuotePricePofL,ComDelgPriceL4PofL,ComCostPofL,ComLowPofL,ComMedPofL,ComHighPofL,ComMedPrice,DealSize,LogDealSize,ComPctContrib,ModelID,RequestingApplicationID,Version,Componentid,TreeNode,ComTMCPofL,AdjComLowPofL,AdjComMedPofL,AdjComHighPofL,AdjComLowPrice,AdjComMedPrice,AdjComHighPrice,OptimalPricePofL,OptimalPrice,OptimalPriceWinProb,OptimalPriceGP,OptimalPriceExpectedGP,OptimalPriceIntervalLow,OptimalPriceIntervalHigh,DealBotLineSpreadOptimalPrice,QuotePricePofL,QuotedPrice,QuotePriceWinProb,QuotePriceGP,QuotePriceExpectedGP,PredictedQuotePricePofL,PredictedQuotePrice,COPComLowPrice,COPComMedPrice,COPComHighPrice,COPComLowPofL,COPComMedPofL,COPComHighPofL,COPOptimalPrice,COPOptimalPricePofL,COPOptimalPriceWinProb,COPOptimalPriceGP,COPOptimalPriceExpectedGP,COPOptimalPriceIntervalLow,COPOptimalPriceIntervalHigh,COPQuotePriceWinProb,COPQuotePriceGP,COPQuotePriceExpectedGP,ComRevDivCd
0,5131290-JP,JP,J,760-69018B,103137.8101,6450.55592,93855.40718,7167.05433,1,H,0,0,0,6661a,6661-F8Aa,2018,6,1,E,1,5.013417906,1,0,0.91,0.069490077,0.062543076,0.4,0.400009696,0.400019392,41256.12404,327474.8697,5.515177978,0.125982565,CHW_JP,EPRICER,2,1,,,0.4,0.400009696,0.400019392,41255.12404,41256.12404,41257.12404,0.400009696,41256.12404,0.748106007,34805.56812,26038.25459,41255.12404,41257.12404,41256.12404,0.91,93855.40718,0.766306157,87404.85126,66978.87567,0.926636958,23320.87884,,,,,,,,,,,,,,,,,2D
1,5131290-JP,JP,J,760-69018B,103137.8101,6450.55592,93855.40718,7167.05433,1,H,0,0,0,5639a,5639-RH7a,2018,6,1,E,1,5.013417906,1,0,0.91,0.069490077,0.062543076,0.54,,0.540019392,,327474.8697,5.515177978,,CHW_JP,EPRICER,2,2,,,0.54,,0.540019392,55694.41745,,55696.41745,0.540009696,55695.41745,,49244.86153,,55694.41745,55696.41745,,0.91,93855.40718,,87404.85126,,-2.706764158,6450.55592,,,,,,,,,,,,,,,,,2D
2,5131290-JP,JP,J,760-69018B,103137.8101,6450.55592,93855.40718,7167.05433,1,H,0,0,0,5639a,5639-SAPa,2018,6,1,E,1,5.013417906,1,0,0.91,0.069490077,0.062543076,0.54,0.540009696,0.540019392,55695.41745,327474.8697,5.515177978,0.170075394,CHW_JP,EPRICER,2,3,,,0.54,0.540009696,0.540019392,55694.41745,55695.41745,55696.41745,0.540009696,55695.41745,0.748106007,49244.86153,36840.37673,55694.41745,55696.41745,55695.41745,0.91,93855.40718,0.766306157,87404.85126,66978.87567,0.926636958,23320.87884,,,,,,,,,,,,,,,,,2D
3,5131290-JP,JP,J,760-69018B,103137.8101,6450.55592,93855.40718,7167.05433,1,H,0,0,0,7063a,7063-F8Aa,2018,6,1,E,1,5.013417906,1,0,0.91,0.069490077,0.062543076,0.065834817,0.065844513,0.065854209,6791.058863,327474.8697,5.515177978,0.020737649,CHW_JP,EPRICER,2,4,,,0.065834817,0.065844513,0.065854209,6790.058863,6791.058863,6792.058863,0.065844513,6791.058863,0.748106007,340.5029432,254.7322972,6790.058863,6792.058863,6791.058863,0.91,93855.40718,0.766306157,87404.85126,66978.87567,0.926636958,23320.87884,,,,,,,,,,,,,,,,,2D
4,5131290-JP,JP,J,760-69018B,103137.8101,6450.55592,93855.40718,7167.05433,1,H,0,0,0,8001a,8001-F8Aa,2018,6,1,E,1,5.013417906,1,0,0.91,0.069490077,0.062543076,0.647428064,1.117711602,1.587420172,28129.69698,327474.8697,5.515177978,0.085898796,CHW_JP,EPRICER,2,5,,,0.647428064,1.117711602,1.587420172,16293.96636,28129.69698,39950.95723,0.926636958,23320.87884,0.748106007,16870.32292,12620.78992,20427.20818,26141.54602,24554.94403,0.91,93855.40718,0.766306157,87404.85126,66978.87567,0.926636958,23320.87884,,,,,,,,,,,,,,,,,2D
5,5131290-JP,JP,J,760-69018B,103137.8101,6450.55592,93855.40718,7167.05433,1,H,0,0,0,8335a,8335-GTGa,2018,6,1,E,1,5.013417906,1,0,0.91,0.069490077,0.062543076,0.08808884,0.088098536,0.088108231,9086.290028,327474.8697,5.515177978,0.027746526,CHW_JP,EPRICER,2,6,,,0.08808884,0.088098536,0.088108231,9085.290028,9086.290028,9087.290028,0.088098536,9086.290028,0.946134398,2635.734108,2493.758704,9085.290028,9087.290028,9086.290028,0.91,93855.40718,0.994407704,87404.85126,86916.05748,1.147725196,38046.67367,,,,,,,,,,,,,,,,,2D
6,5131290-JP,JP,J,760-69018B,103137.8101,6450.55592,93855.40718,7167.05433,1,H,0,0,0,5639a,5639-VE1a,2018,6,1,E,1,5.013417906,1,0,0.91,0.069490077,0.062543076,0.647428064,1.122304993,1.587420172,3037.805664,327474.8697,5.515177978,0.009276454,CHW_JP,EPRICER,2,7,,,0.647428064,1.122304993,1.587420172,1752.429733,3037.805664,4296.75892,2.383131746,6450.55592,2.82E-06,0,0,6386.050361,6515.061479,2649.582786,0.91,93855.40718,0.770234078,87404.85126,67322.19505,2.383131746,6450.55592,,,,,,,,,,,,,,,,,2D
7,5131290-JP,JP,J,760-69018B,103137.8101,6450.55592,93855.40718,7167.05433,1,H,0,0,0,8005a,8005-F8Aa,2018,6,1,E,1,5.013417906,1,0,0.91,0.069490077,0.062543076,0.089337556,0.089347252,0.089356948,9215.079886,327474.8697,5.515177978,0.028139808,CHW_JP,EPRICER,2,8,,,0.089337556,0.089347252,0.089356948,9214.079886,9215.079886,9216.079886,0.089347252,9215.079886,0.748106007,2764.523966,2068.156986,9214.079886,9216.079886,9215.079886,0.91,93855.40718,0.766306157,87404.85126,66978.87567,0.926636958,23320.87884,,,,,,,,,,,,,,,,,2D
8,5131290-JP,JP,J,760-69018B,103137.8101,6450.55592,93855.40718,7167.05433,1,H,0,0,0,9008a,9008-F8Aa,2018,6,1,E,1,5.013417906,1,0,0.91,0.069490077,0.062543076,0.089337556,0.089347252,0.089356948,9215.079886,327474.8697,5.515177978,0.028139808,CHW_JP,EPRICER,2,9,,,0.089337556,0.089347252,0.089356948,9214.079886,9215.079886,9216.079886,0.089347252,9215.079886,0.748106007,2764.523966,2068.156986,9214.079886,9216.079886,9215.079886,0.91,93855.40718,0.766306157,87404.85126,66978.87567,0.926636958,23320.87884,,,,,,,,,,,,,,,,,2D
9,5131290-JP,JP,J,760-69018B,103137.8101,6450.55592,93855.40718,7167.05433,1,H,0,0,0,9009a,9009-F8Aa,2018,6,1,E,1,5.013417906,1,0,0.91,0.069490077,0.062543076,0.127638931,0.127648627,0.127658323,13165.39984,327474.8697,5.515177978,0.040202779,CHW_JP,EPRICER,2,10,,,0.127638931,0.127648627,0.127658323,13164.39984,13165.39984,13166.39984,0.127648627,13165.39984,0.748106007,6714.843917,5023.415071,13164.39984,13166.39984,13165.39984,0.91,93855.40718,0.766306157,87404.85126,66978.87567,0.926636958,23320.87884,,,,,,,,,,,,,,,,,2D
10,5131290-JP,JP,J,760-69018B,103137.8101,6450.55592,93855.40718,7167.05433,1,H,0,0,0,8335a,8335-GTXa,2018,6,1,E,1,5.013417906,1,0,0.91,0.069490077,0.062543076,0.647428064,1.117641441,1.587420172,29102.43858,327474.8697,5.515177978,0.088869227,CHW_JP,EPRICER,2,11,,,0.647428064,1.117641441,1.587420172,16858.47963,29102.43858,41335.07973,0.924179157,24064.84422,0.750776368,17614.2883,13224.39139,21055.66103,26994.28211,25404.38817,0.91,93855.40718,0.766245609,87404.85126,66973.58347,0.924179157,24064.84422,,,,,,,,,,,,,,,,,2D
11,5131290-JP,JP,J,760-69018B,103137.8101,6450.55592,93855.40718,7167.05433,1,H,0,0,0,9006a,9006-22Pa,2018,6,1,E,1,5.013417906,1,0,0.91,0.069490077,0.062543076,0.647428064,1.117641441,1.587420172,29102.43858,327474.8697,5.515177978,0.088869227,CHW_JP,EPRICER,2,12,,,0.647428064,1.117641441,1.587420172,16858.47963,29102.43858,41335.07973,0.924179157,24064.84422,0.750776368,17614.2883,13224.39139,21055.66103,26994.28211,25404.38817,0.91,93855.40718,0.766245609,87404.85126,66973.58347,0.924179157,24064.84422,,,,,,,,,,,,,,,,,2D
12,5131290-JP,JP,J,760-69018B,103137.8101,6450.55592,93855.40718,7167.05433,1,H,0,0,0,9223a,9223-F8Aa,2018,6,1,E,1,5.013417906,1,0,0.91,0.069490077,0.062543076,0.099274724,0.27273894,0.387355105,28129.69698,327474.8697,5.515177978,0.085898796,CHW_JP,EPRICER,2,13,,,0.099274724,0.27273894,0.387355105,10238.97765,28129.69698,39950.95723,0.226113768,23320.87884,0.748106007,16870.32292,12620.78992,20427.20818,26141.54602,24554.94403,0.91,93855.40718,0.766306157,87404.85126,66978.87567,0.926636958,23320.87884,,,,,,,,,,,,,,,,,2D
13,5131290-JP,JP,J,760-69018B,103137.8101,6450.55592,93855.40718,7167.05433,1,H,0,0,0,6911a,6911-F8Aa,2018,6,1,E,1,5.013417906,1,0,0.91,0.069490077,0.062543076,0.647428064,1.117711602,1.587420172,28129.69698,327474.8697,5.515177978,0.085898796,CHW_JP,EPRICER,2,14,,,0.647428064,1.117711602,1.587420172,16293.96636,28129.69698,39950.95723,0.926636958,23320.87884,0.748106007,16870.32292,12620.78992,20427.20818,26141.54602,24554.94403,0.91,93855.40718,0.766306157,87404.85126,66978.87567,0.926636958,23320.87884,,,,,,,,,,,,,,,,,2D
14,5131290-JP,JP,J,760-69018B,13057.20644,1591.9825,13057.20644,1591.9825,1,H,0,0,0,2834a,2834-985a,2018,6,1,E,1,4.115850271,1,0,1,0.121923668,0.121923668,0.152365605,0.769569322,2.578230151,1473.558709,327474.8697,5.515177978,0.004499761,CHW_JP,EPRICER,2,15,,,0.152365605,0.769569322,2.578230151,291.7471605,1473.558709,4936.752786,1.579843643,3025.058683,0.156012709,1433.076183,223.5780977,2580.248108,3638.3445,1116.615445,1,13057.20644,0.356909204,11465.22394,4092.043951,1.579843643,3025.058683,,,,,,,,,,,,,,,,,2D
15,5131290-JP,JP,J,760-69018B,3619.53856,597.34656,3619.53856,597.34656,1,H,0,0,0,2834a,2834-85Ea,2018,6,1,E,1,3.558653208,1,0,1,0.165033899,0.165033899,0.16644074,1.628436061,3.454488487,1317.509806,327474.8697,5.515177978,0.004023239,CHW_JP,EPRICER,2,16,,,0.16644074,1.628436061,3.454488487,134.6612936,1317.509806,2794.903997,1.829279637,1480.005213,0.420470269,882.6586529,371.1317216,1271.25336,1712.126332,960.2533467,1,3619.53856,0.746992031,3022.192,2257.553339,1.829279637,1480.005213,,,,,,,,,,,,,,,,,2D
16,5131290-JP,JP,J,760-69018B,14649.95755,0.91414,14649.95755,0,1,H,0,0,0,2839a,2839-LF8a,2018,6,1,E,1,4.165836366,1,0,1,0,6.24E-05,0.473134956,0.933507195,1.675173854,5404.297297,327474.8697,5.515177978,0.016502937,CHW_JP,EPRICER,2,17,,,0.473134956,0.933507195,1.675173854,2739.091867,5404.297297,9697.983674,0.707207626,4094.194758,0.765027244,4093.280618,3131.471192,3370.810246,4850.730128,4599.323672,1,14649.95755,0.425678986,14649.04341,6235.789941,0.707207626,4094.194758,,,,,,,,,,,,,,,,,2D
17,5131290-JP,JP,J,760-69018B,1643.25777,55.87089,1643.25777,0,1,S,0,0,0,5608a,5608-B17a,2018,6,1,E,1,3.215705694,1,0,1,0,0.034000077,0.647428064,1.127196626,1.587420172,283.9139358,327474.8697,5.515177978,0.000866979,CHW_JP,EPRICER,2,18,,,0.647428064,1.127196626,1.587420172,163.0716821,283.9139358,399.8332665,0.926050949,233.2501392,0.757424972,177.3792492,134.3514728,203.4107935,262.0140788,247.4158761,1,1643.25777,0.671063479,1587.38688,1065.237361,0.926050949,233.2501392,,,,,,,,,,,,,,,,,U5
18,5131290-JP,JP,J,760-69018B,4108.14444,139.67691,4108.14444,0,1,S,0,0,0,5608a,5608-PC1a,2018,6,1,E,1,3.613645705,1,0,1,0,0.034,0.647428064,1.125661554,1.587420172,597.3394494,327474.8697,5.515177978,0.001824077,CHW_JP,EPRICER,2,19,,,0.647428064,1.125661554,1.587420172,343.561812,597.3394494,842.3745914,0.93591466,496.6490558,0.745243497,356.9721458,266.0311704,435.4210798,556.1037378,520.6908345,1,4108.14444,0.669257035,3968.46753,2655.924813,0.93591466,496.6490558,,,,,,,,,,,,,,,,,U5
19,5131290-JP,JP,J,760-69018B,350.02656,11.9076,350.02656,252.01912,1,S,0,0,0,5641a,5641-KL3a,2018,6,1,E,1,2.544101,1,0,1,0.719999991,0.034019133,0.647428064,1.127796217,1.587420172,212.329736,327474.8697,5.515177978,0.000648385,CHW_JP,EPRICER,2,20,,,0.647428064,1.127796217,1.587420172,121.8910188,212.329736,298.8629514,0.887698469,167.1266304,0.797100025,155.2190304,123.725093,142.7550212,190.0669419,185.0144749,1,350.02656,0.671767191,338.11896,227.137224,0.887698469,167.1266304,,,,,,,,,,,,,,,,,Z4
